OID,FID_1,OBJECTID,CrashSever,CollisionT,Weather,Light,RoadSurfac,TrafficCon,City,Year,Fatality,Injury,X,Y,FULLNAME
1524,952,353,A-Injury,Angle,Snow,Daylight,Ice,No Controls,Champaign,2000,0,1,-88.26909637,40.15909958,I- 57
1525,954,355,A-Injury,Fixed object,Clear,Daylight,Dry,No Controls,Unincorporated,2000,0,3,-88.30310059,39.93709946,I- 57
1526,955,356,A-Injury,Overturned,Clear,Daylight,Dry,Lane Use Marking,Unincorporated,2000,0,1,-88.25810242,40.16870117,I- 57
1527,962,363,A-Injury,Overturned,Rain,Daylight,Wet,No Controls,Champaign,2000,0,1,-88.30419922,40.08060074,I- 57
1528,963,364,A-Injury,Fixed object,Severe cross wind,Daylight,Ice,No Controls,Unincorporated,2000,0,2,-88.30349731,39.97470093,I- 57
1529,981,382,A-Injury,Fixed object,Rain,Dawn,Wet,No Controls,Unincorporated,2000,0,3,-88.30339813,39.96400070000001,I- 57
1530,982,383,A-Injury,Overturned,Clear,Daylight,Wet,No Controls,Champaign,1999,0,1,-88.30490112,40.12530136,I- 57
1531,997,398,A-Injury,Other non collision,Clear,Daylight,Dry,No Controls,Unincorporated,1999,0,2,-88.3035965,40.04700089,I- 57
1532,1027,428,A-Injury,Overturned,Clear,Darkness,Dry,No Controls,Unincorporated,1999,0,3,-88.30329895,39.95330048,I- 57
1533,1047,448,A-Injury,Fixed object,Clear,Daylight,Dry,No Controls,Champaign,1999,0,2,-88.30500031,40.11230087,I- 57
1534,1058,459,A-Injury,Rear end,Clear,Dusk,Ice,Police/Flagman,Unincorporated,1999,0,4,-88.26180267,40.16540146,I- 57
1535,1132,533,A-Injury,Fixed object,Clear,Darkness,Dry,Lane Use Marking,Pesotum,2004,0,3,-88.28050232,39.90620041,I- 57
1536,1133,534,A-Injury,Fixed object,Clear,Darkness,Dry,Lane Use Marking,Unincorporated,2004,0,1,-88.30319977,39.9457016,I- 57
1537,1134,535,A-Injury,Overturned,Rain,Darkness,Wet,Lane Use Marking,Unincorporated,2004,0,1,-88.3035965,39.99029922,I- 57
1538,1136,537,A-Injury,Fixed object,Clear,Darkness,Dry,Lane Use Marking,Unincorporated,2004,0,2,-88.30370331,40.06029892,I- 57
1539,1141,542,A-Injury,Fixed object,Clear,Dawn,Dry,No Controls,Unincorporated,2004,0,1,-88.19850159,40.23540115,I- 57
1540,1142,543,A-Injury,Other non collision,Clear,Darkness,Dry,Lane Use Marking,Unincorporated,2004,0,1,-88.1917038,40.25189972,I- 57
1541,1160,561,A-Injury,Overturned,Clear,Daylight,Dry,Lane Use Marking,Unincorporated,2005,0,3,-88.30290222,39.92819977,I- 57
1542,1161,562,A-Injury,Rear end,Clear,Darkness,Dry,Lane Use Marking,Unincorporated,2005,0,6,-88.21260071,40.21360016,I- 57
1543,1162,563,A-Injury,Fixed object,Rain,Daylight,Wet,Lane Use Marking,Unincorporated,2005,0,1,-88.3035965,39.98519897,I- 57
1544,1166,567,A-Injury,Overturned,Snow,Daylight,Ice,Lane Use Marking,Champaign,2005,0,1,-88.30490112,40.10509872,I- 57
1545,1167,568,A-Injury,Overturned,Clear,Darkness,Dry,Lane Use Marking,Unincorporated,2005,0,2,-88.30390167,40.0143013,I- 57
1546,1177,578,A-Injury,Overturned,Fog/Smoke/Haze,Daylight,Ice,Lane Use Marking,Unincorporated,2005,0,1,-88.26139832,40.16579819,I- 57
1547,1181,582,A-Injury,Fixed object,Clear,Daylight,Dry,Lane Use Marking,Unincorporated,2005,0,2,-88.18669891,40.26399994,I- 57
1548,1201,602,A-Injury,Fixed object,Fog/Smoke/Haze,Daylight,Dry,No Passing,Unincorporated,2005,0,1,-88.26139832,40.16579819,I- 57
1549,1255,656,A-Injury,Overturned,Clear,Daylight,Dry,Lane Use Marking,Champaign,2005,0,3,-88.30400085,40.07899857,I- 57
1550,1432,833,A-Injury,Fixed object,Clear,Darkness,Dry,Lane Use Marking,Unincorporated,2006,0,3,-88.19799805,40.23619843,I- 57
1551,1436,837,A-Injury,Parked motor vehicle,Clear,Darkness,Wet,Lane Use Marking,Unincorporated,2006,0,1,-88.14649963,40.36470032,I- 57
1552,1589,990,A-Injury,Overturned,Clear,Daylight,Dry,Lane Use Marking,Unincorporated,2007,0,1,-88.30339813,40.04380035,I- 57
1553,1601,1002,A-Injury,Overturned,Clear,Daylight,Dry,Lane Use Marking,Unincorporated,2007,0,1,-88.23079681,40.19549942,I- 57
1554,1647,1048,A-Injury,Rear end,Snow,Daylight,Ice,Lane Use Marking,Unincorporated,2007,0,2,-88.30349731,39.9897995,I- 57
1555,1652,1053,A-Injury,Head on,Rain,Daylight,Ice,Lane Use Marking,Unincorporated,2007,0,3,-88.18460083,40.26869965,I- 57
1556,1794,1195,A-Injury,Head on,Snow,Dusk,Snow or slush,Lane Use Marking,Unincorporated,2008,0,1,-88.30310059,39.94879913,I- 57
1557,1821,1222,A-Injury,Rear end,Clear,Daylight,Dry,Lane Use Marking,Unincorporated,2008,0,1,-88.30169678,39.92449951,I- 57
1558,1843,1244,A-Injury,Sideswipe same direction,Clear,Daylight,Dry,Lane Use Marking,Unincorporated,2008,0,2,-88.3035965,40.00099945,I- 57
1559,1876,1277,A-Injury,Rear end,Clear,Daylight,Dry,Lane Use Marking,Champaign,2008,0,1,-88.3010025,40.13100052,I- 57
1560,1879,1280,A-Injury,Overturned,Rain,Daylight,Wet,Lane Use Marking,Unincorporated,2008,0,1,-88.30370331,40.07030106,I- 57
1561,1899,1300,A-Injury,Overturned,Clear,Daylight,Dry,Lane Use Marking,Unincorporated,2008,0,1,-88.26300049,40.16419983,I- 57
1562,1948,1349,A-Injury,Overturned,Snow,Daylight,Ice,Lane Use Marking,Champaign,2008,0,2,-88.29219818,40.13869858,I- 57
1563,1949,1350,A-Injury,Rear end,Clear,Daylight,Dry,Lane Use Marking,Unincorporated,2008,0,1,-88.30349731,39.98709869,I- 57
1564,2002,1403,A-Injury,Parked motor vehicle,Clear,Daylight,Dry,Lane Use Marking,Champaign,2009,0,2,-88.30380249,40.07799911,I- 57
1565,2020,1421,A-Injury,Fixed object,Clear,Darkness,Wet,Lane Use Marking,Unincorporated,2009,0,1,-88.30300140000001,39.93939972,I- 57
1566,2024,1425,A-Injury,Rear end,Clear,Darkness,Dry,Lane Use Marking,Unincorporated,2009,0,2,-88.18360138,40.29240036,I- 57
1567,2252,1653,A-Injury,Head on,Clear,Darkness,Dry,Lane Use Marking,Unincorporated,2010,0,3,-88.30319977,39.9612999,I- 57
1568,2270,1671,A-Injury,Overturned,Clear,Daylight,Dry,Lane Use Marking,Unincorporated,2010,0,5,-88.30370331,40.06980133,I- 57
1569,2274,1675,A-Injury,Other object,Clear,Daylight,Dry,Lane Use Marking,Unincorporated,2010,0,2,-88.30249786,39.92649841,I- 57
1570,2304,1705,A-Injury,Rear end,Clear,Daylight,Dry,Lane Use Marking,Unincorporated,2010,0,1,-88.30480194,40.11610031,I- 57
1571,2318,1719,A-Injury,Fixed object,Rain,Darkness,Wet,Lane Use Marking,Unincorporated,2010,0,2,-88.14250183,40.37220001,I- 57
1572,57,2058,A-Injury,Sideswipe same direction,Snow,Daylight,Ice,Lane Use Marking,St Joseph,2012,0,2,-88.021698,40.12030029,I- 74
1573,66,2067,A-Injury,Rear end,Clear,Daylight,Dry,Lane Use Marking,Champaign,2012,0,2,-88.26529694,40.13629913,I- 74
1574,70,2071,A-Injury,Fixed object,Snow,Darkness,Snow or slush,Lane Use Marking,Unincorporated,2012,0,1,-88.05989838,40.12060165,I- 74
1575,119,2120,A-Injury,Overturned,Clear,Daylight,Dry,Lane Use Marking,Unincorporated,2012,0,1,-88.09680176,40.12080002,I- 74
1576,129,2130,A-Injury,Fixed object,Clear,Daylight,Dry,Lane Use Marking,Champaign,2012,0,2,-88.27500153,40.13970184,I- 74
1577,164,2165,A-Injury,Other non collision,Rain,Daylight,Wet,Lane Use Marking,Urbana,2012,0,1,-88.22450256,40.13499832,I- 74
1578,168,2169,A-Injury,Fixed object,Clear,Daylight,Dry,Lane Use Marking,Ogden,2012,0,3,-87.95010376,40.12009811,I- 74
1579,201,2202,A-Injury,Angle,Rain,Daylight,Wet,Lane Use Marking,Champaign,2013,0,1,-88.28330231,40.14580154,I- 74
1580,205,2206,A-Injury,Rear end,Clear,Daylight,Wet,Lane Use Marking,Champaign,2013,0,2,-88.28279877,40.145401,I- 74
1581,274,2275,A-Injury,Rear end,Sleet/Hail,Darkness,Ice,Lane Use Marking,Unincorporated,2013,0,1,-88.06939697,40.12060165,I- 74
1582,350,2351,A-Injury,Other object,Clear,Daylight,Dry,Lane Use Marking,Champaign,2014,0,2,-88.29669952,40.15719986,I- 74
1583,380,2381,A-Injury,Fixed object,Clear,Darkness,Ice,Lane Use Marking,Unincorporated,2014,0,1,-88.12319946,40.12060165,I- 74
1584,391,2392,A-Injury,Fixed object,Clear,Daylight,Dry,Lane Use Marking,Urbana,2014,0,1,-88.20320129,40.13510132,I- 74
1585,394,2395,A-Injury,Sideswipe same direction,Clear,Daylight,Dry,Lane Use Marking,Urbana,2014,0,1,-88.20120239,40.13489914,I- 74
1586,402,2403,A-Injury,Fixed object,Clear,Daylight,Dry,Lane Use Marking,Urbana,2014,0,1,-88.21549988,40.13510132,I- 74
1587,464,2465,A-Injury,Head on,Snow,Daylight,Snow or slush,Lane Use Marking,Urbana,2015,0,2,-88.20310211,40.13510132,I- 74
1588,467,2468,A-Injury,Fixed object,Clear,Darkness,Dry,Lane Use Marking,St Joseph,2015,0,2,-88.02069855,40.12030029,I- 74
1589,484,2485,A-Injury,Sideswipe same direction,Clear,Daylight,Dry,Lane Use Marking,Unincorporated,2015,0,1,-88.15270233,40.12049866,I- 74
1590,505,2506,A-Injury,Pedestrian,Clear,Daylight,Dry,No Controls,Urbana,2015,0,1,-88.22299957,40.13510132,I- 74
1591,621,22,A-Injury,Angle,Clear,Daylight,Dry,No Controls,Unincorporated,2003,0,1,-88.15720367,40.12039948,I- 74
1592,646,47,A-Injury,Overturned,Clear,Daylight,Dry,Lane Use Marking,Unincorporated,2003,0,1,-88.10649872,40.12070084,I- 74
1593,659,60,A-Injury,Rear end,Clear,Daylight,Dry,Lane Use Marking,Mahomet,2003,0,2,-88.36750031,40.18799973,I- 74
1594,660,61,A-Injury,Rear end,Clear,Daylight,Dry,No Controls,Champaign,2003,0,2,-88.28379822,40.14609909,I- 74
1595,690,91,A-Injury,Fixed object,Snow,Daylight,Ice,No Controls,St Joseph,2003,0,1,-88.01139832,40.12009811,I- 74
1596,721,122,A-Injury,Fixed object,Clear,Darkness,Dry,Other Regualtory Sign,Unincorporated,2002,0,3,-88.15859985,40.12039948,I- 74
1597,735,136,A-Injury,Rear end,Clear,Darkness,Wet,Lane Use Marking,Unincorporated,2002,0,2,-88.08969879,40.12070084,I- 74
1598,738,139,A-Injury,Sideswipe same direction,Rain,"Darkness, lighted road",Wet,Lane Use Marking,Unincorporated,2002,0,3,-88.1855011,40.12979889,I- 74
1599,741,142,A-Injury,Turning,Clear,Daylight,Dry,Traffic Signal,Champaign,2002,0,1,-88.25309753,40.13470078,I- 74
1600,767,168,A-Injury,Rear end,Clear,"Darkness, lighted road",Dry,No Controls,Champaign,2002,0,1,-88.2798996,40.14279938,I- 74
1601,768,169,A-Injury,Overturned,Clear,Daylight,Dry,Lane Use Marking,Unincorporated,2002,0,2,-88.09590149,40.12070084,I- 74
1602,769,170,A-Injury,Overturned,Clear,Darkness,Dry,Lane Use Marking,Unincorporated,2002,0,1,-88.3062973,40.16529846,I- 74
1603,784,185,A-Injury,Overturned,Rain,Daylight,Wet,Lane Use Marking,Unincorporated,2002,0,2,-88.16950226,40.12049866,I- 74
1604,835,236,A-Injury,Overturned,Clear,"Darkness, lighted road",Dry,Lane Use Marking,Unincorporated,2001,0,3,-87.96399689,40.11989975,I- 74
1605,839,240,A-Injury,Angle,Clear,Daylight,Dry,No Controls,Unincorporated,2001,0,1,-88.09590149,40.12070084,I- 74
1606,843,244,A-Injury,Parked motor vehicle,Snow,Daylight,Snow or slush,No Controls,St Joseph,2001,0,4,-88.03959656,40.12030029,I- 74
1607,855,256,A-Injury,Rear end,Clear,Daylight,Dry,Lane Use Marking,Unincorporated,2001,0,1,-88.00209808,40.11999893,I- 74
1608,871,272,A-Injury,Other object,Clear,Darkness,Dry,Lane Use Marking,Unincorporated,2000,0,1,-88.10520172,40.12070084,I- 74
1609,873,274,A-Injury,Overturned,Clear,Daylight,Dry,No Controls,Unincorporated,2000,0,1,-88.15440369,40.12039948,I- 74
1610,921,322,A-Injury,Head on,Clear,Darkness,Dry,Lane Use Marking,St Joseph,2000,0,4,-88.05120087,40.12039948,I- 74
1611,931,332,A-Injury,Angle,Snow,Daylight,Snow or slush,No Controls,St Joseph,2000,0,1,-88.02020264,40.12020111,I- 74
1612,932,333,A-Injury,Overturned,Clear,Daylight,Dry,Lane Use Marking,Unincorporated,2000,0,3,-88.10559845,40.12070084,I- 74
1613,989,390,A-Injury,Fixed object,Clear,Daylight,Dry,No Controls,Unincorporated,1999,0,1,-88.18499756,40.12939835,I- 74
1614,993,394,A-Injury,Angle,Clear,Darkness,Dry,Other Warning Sign,Mahomet,1999,0,1,-88.35890198,40.18519974,I- 74
1615,1000,401,A-Injury,Rear end,Clear,Dawn,Dry,No Controls,Unincorporated,1999,0,1,-88.12680054,40.12060165,I- 74
1616,1017,418,A-Injury,Overturned,Clear,Darkness,Dry,No Controls,Unincorporated,1999,0,1,-88.104599,40.12070084,I- 74
1617,1028,429,A-Injury,Overturned,Clear,Darkness,Dry,No Controls,Unincorporated,1999,0,2,-88.00119781,40.11999893,I- 74
1618,1037,438,A-Injury,Rear end,Clear,Darkness,Dry,No Controls,Unincorporated,1999,0,2,-88.14389801,40.12039948,I- 74
1619,1059,460,A-Injury,Turning,Clear,Daylight,Dry,Other Regualtory Sign,Unincorporated,1999,0,1,-88.09670258,40.12070084,I- 74
1620,1146,547,A-Injury,Angle,Clear,Daylight,Dry,Lane Use Marking,Unincorporated,2004,0,5,-88.33280182,40.17660141,I- 74
1621,1147,548,A-Injury,Fixed object,Clear,"Darkness, lighted road",Dry,Lane Use Marking,Champaign,2004,0,1,-88.28340149,40.14580154,I- 74
1622,1154,555,A-Injury,Fixed object,Clear,Daylight,Dry,Lane Use Marking,Unincorporated,2004,0,1,-88.10929871,40.12060165,I- 74
1623,1155,556,A-Injury,Sideswipe same direction,Clear,Daylight,Dry,Other Regualtory Sign,Unincorporated,2004,0,3,-88.10649872,40.12070084,I- 74
1624,1156,557,A-Injury,Rear end,Clear,Darkness,Dry,Lane Use Marking,Unincorporated,2004,0,1,-88.00270081,40.11999893,I- 74
1625,1159,560,A-Injury,Overturned,Clear,Daylight,Dry,Lane Use Marking,Unincorporated,2005,0,1,-88.30950165,40.16770172,I- 74
1626,1174,575,A-Injury,Overturned,Clear,Daylight,Dry,Lane Use Marking,Unincorporated,2005,0,1,-88.06900024,40.12060165,I- 74
1627,1176,577,A-Injury,Fixed object,Rain,"Darkness, lighted road",Wet,Other Warning Sign,Champaign,2005,0,2,-88.28109741,40.14379883,I- 74
1628,1179,580,A-Injury,Fixed object,Snow,Darkness,Snow or slush,Lane Use Marking,Unincorporated,2005,0,1,-88.00759888,40.12009811,I- 74
1629,1182,583,A-Injury,Sideswipe same direction,Clear,Daylight,Dry,Lane Use Marking,Unincorporated,2005,0,2,-88.29530334,40.15589905,I- 74
1630,1192,593,A-Injury,Angle,Clear,Daylight,Dry,Lane Use Marking,Mahomet,2005,0,1,-88.37270355,40.18980026,I- 74
1631,1198,599,A-Injury,Sideswipe same direction,Clear,"Darkness, lighted road",Dry,Lane Use Marking,Mahomet,2005,0,1,-88.36399841,40.18690109,I- 74
1632,1203,604,A-Injury,Sideswipe same direction,Clear,Daylight,Dry,Other,Champaign,2005,0,1,-88.24199677,40.13479996,I- 74
1633,1219,620,A-Injury,Fixed object,Clear,Darkness,Dry,Lane Use Marking,Unincorporated,2005,0,1,-87.97740173,40.11980057,I- 74
1634,1443,844,A-Injury,Sideswipe same direction,Rain,Daylight,Wet,Lane Use Marking,Unincorporated,2006,0,1,-88.17209625,40.12099838,I- 74
1635,1444,845,A-Injury,Rear end,Clear,Darkness,Dry,Lane Use Marking,Unincorporated,2006,0,2,-88.11920166,40.12070084,I- 74
1636,1467,868,A-Injury,Fixed object,Clear,Daylight,Dry,Lane Use Marking,Champaign,2006,0,1,-88.27709961,40.14089966,I- 74
1637,1598,999,A-Injury,Overturned,Snow,Daylight,Snow or slush,Lane Use Marking,Unincorporated,2007,0,1,-88.0714035,40.12070084,I- 74
1638,1603,1004,A-Injury,Overturned,Clear,Daylight,Ice,Lane Use Marking,Unincorporated,2007,0,2,-87.94789886,40.12009811,I- 74
1639,1634,1035,A-Injury,Parked motor vehicle,Snow,Darkness,Snow or slush,Lane Use Marking,Unincorporated,2007,0,2,-87.99449921,40.12009811,I- 74
1640,1644,1045,A-Injury,Rear end,Clear,Darkness,Dry,Lane Use Marking,Unincorporated,2007,0,1,-88.30999756,40.16820145,I- 74
1641,1646,1047,A-Injury,Rear end,Snow,Daylight,Snow or slush,Lane Use Marking,Unincorporated,2007,0,1,-88.0121994,40.12020111,I- 74
1642,1649,1050,A-Injury,Sideswipe same direction,Clear,Daylight,Dry,Lane Use Marking,Unincorporated,2007,0,1,-88.14890289,40.12049866,I- 74
1643,1707,1108,A-Injury,Rear end,Clear,Daylight,Dry,Lane Use Marking,Champaign,2007,0,1,-88.28430176,40.14670181,I- 74
1644,1756,1157,A-Injury,Parked motor vehicle,Clear,Daylight,Ice,Lane Use Marking,St Joseph,2007,0,1,-88.04630279999999,40.12049866,I- 74
1645,1757,1158,A-Injury,Rear end,Snow,Daylight,Snow or slush,Lane Use Marking,St Joseph,2007,0,1,-88.02529907,40.12030029,I- 74
1646,1761,1162,A-Injury,Overturned,Clear,Daylight,Dry,Lane Use Marking,Urbana,2007,0,3,-88.17780304,40.12340164,I- 74
1647,1816,1217,A-Injury,Fixed object,Clear,Daylight,Dry,Lane Use Marking,Unincorporated,2008,0,1,-87.98699951,40.11999893,I- 74
1648,1836,1237,A-Injury,Fixed object,Rain,Daylight,Wet,Lane Use Marking,Urbana,2008,0,1,-88.19699859999999,40.13430023,I- 74
1649,1842,1243,A-Injury,Fixed object,Clear,"Darkness, lighted road",Dry,No Controls,Champaign,2008,0,1,-88.24340057,40.13489914,I- 74
1650,1878,1279,A-Injury,Rear end,Clear,Daylight,Dry,Lane Use Marking,Unincorporated,2008,0,3,-88.05940247,40.12060165,I- 74
1651,1935,1336,A-Injury,Rear end,Clear,Daylight,Dry,Lane Use Marking,Unincorporated,2008,0,2,-88.28160095,40.14440155,I- 74
1652,1963,1364,A-Injury,Overturned,Other,Daylight,Ice,Lane Use Marking,Unincorporated,2008,0,2,-88.32309723,40.17350006,I- 74
1653,1995,1396,A-Injury,Rear end,Clear,Darkness,Dry,Lane Use Marking,Mahomet,2009,0,1,-88.33850098,40.17860031,I- 74
1654,1998,1399,A-Injury,Overturned,Clear,Darkness,Dry,Lane Use Marking,Unincorporated,2009,0,1,-88.33470154,40.1772995,I- 74
1655,2019,1420,A-Injury,Overturned,Clear,Daylight,Dry,Lane Use Marking,Champaign,2009,0,1,-88.26029968,40.13539886,I- 74
1656,2027,1428,A-Injury,Rear end,Clear,Daylight,Dry,Lane Use Marking,Urbana,2009,0,1,-88.19599915,40.13399887,I- 74
1657,2031,1432,A-Injury,Parked motor vehicle,Clear,Daylight,Dry,Other Warning Sign,Champaign,2009,0,2,-88.23789978,40.13489914,I- 74
1658,2047,1448,A-Injury,Parked motor vehicle,Clear,"Darkness, lighted road",Dry,Lane Use Marking,Champaign,2009,0,1,-88.26709747,40.13679886,I- 74
1659,2139,1540,A-Injury,Overturned,Clear,Darkness,Dry,Lane Use Marking,Unincorporated,2009,0,1,-87.99330139,40.11999893,I- 74
1660,2157,1558,A-Injury,Fixed object,Rain,Daylight,Wet,Lane Use Marking,Champaign,2009,0,1,-88.26069641,40.13539886,I- 74
1661,2198,1599,A-Injury,Fixed object,Clear,Daylight,Dry,Lane Use Marking,Urbana,2009,0,2,-88.2039032,40.13510132,I- 74
1662,2200,1601,A-Injury,Rear end,Clear,Daylight,Dry,Lane Use Marking,Unincorporated,2009,0,2,-88.20729828,40.1352005,I- 74
1663,2202,1603,A-Injury,Fixed object,Snow,Daylight,Snow or slush,Lane Use Marking,Unincorporated,2009,0,1,-88.05960083,40.12060165,I- 74
1664,2243,1644,A-Injury,Fixed object,Clear,Darkness,Dry,Lane Use Marking,Champaign,2010,0,1,-88.28919983,40.1507988,I- 74
1665,2267,1668,A-Injury,Fixed object,Clear,Daylight,Dry,Lane Use Marking,Champaign,2010,0,1,-88.26049805,40.13539886,I- 74
1666,2290,1691,A-Injury,Fixed object,Clear,Daylight,Dry,Lane Use Marking,Urbana,2010,0,3,-88.23090363,40.13499832,I- 74
1667,2294,1695,A-Injury,Fixed object,Clear,Daylight,Wet,Lane Use Marking,Champaign,2010,0,1,-88.28330231,40.14580154,I- 74
1668,2341,1742,A-Injury,Rear end,Clear,Daylight,Dry,Lane Use Marking,Unincorporated,2010,0,2,-88.061203,40.12060165,I- 74
1669,2355,1756,A-Injury,Sideswipe same direction,Clear,Daylight,Dry,Lane Use Marking,Urbana,2010,0,1,-88.19490051,40.13370132,I- 74
1670,285,2286,A-Injury,Rear end,Clear,Daylight,Dry,No Controls,Urbana,2013,0,1,-88.16269684,40.11059952,State Rte 130
1671,785,186,A-Injury,Angle,Clear,Daylight,Dry,Stop Sign/Flasher,Urbana,2002,0,4,-88.16210175,40.08399963,State Rte 130
1672,897,298,A-Injury,Angle,Clear,Daylight,Dry,Stop Sign/Flasher,Urbana,2000,0,5,-88.16220093,40.08599854,State Rte 130
1673,1060,461,A-Injury,Overturned,Clear,Dawn,Ice,Lane Use Marking,Unincorporated,1999,0,1,-88.16149902,40.02019882,State Rte 130
1674,1121,522,A-Injury,Turning,Clear,Dusk,Dry,Traffic Signal,Urbana,2004,0,3,-88.16210175,40.08399963,State Rte 130
1675,1446,847,A-Injury,Rear end,Clear,Daylight,Dry,Lane Use Marking,Unincorporated,2006,0,1,-88.16179657,40.05490112,State Rte 130
1676,1484,885,A-Injury,Other non collision,Clear,Daylight,Dry,No Controls,Urbana,2006,0,1,-88.16239929,40.09870148,State Rte 130
1677,1650,1051,A-Injury,Sideswipe opposite direction,Rain,Darkness,Wet,Lane Use Marking,Unincorporated,2007,0,2,-88.16239929,40.09870148,State Rte 130
1678,1846,1247,A-Injury,Sideswipe opposite direction,Clear,Daylight,Dry,No Controls,Urbana,2008,0,2,-88.16790009,40.11330032,State Rte 130
1679,1946,1347,A-Injury,Angle,Clear,Darkness,Dry,Stop Sign/Flasher,Unincorporated,2008,0,1,-88.16059875,39.90909958,State Rte 130
1680,2103,1504,A-Injury,Rear end,Clear,Daylight,Dry,No Controls,Urbana,2009,0,2,-88.16230011,40.09140015,State Rte 130
1681,2122,1523,A-Injury,Rear end,Clear,Daylight,Dry,Lane Use Marking,Unincorporated,2009,0,1,-88.16159821,40.04019928,State Rte 130
1682,2201,1602,A-Injury,Fixed object,Rain,Darkness,Wet,No Controls,Philo,2009,0,1,-88.16139984,39.9966011,State Rte 130
1683,81,2082,A-Injury,Angle,Clear,Daylight,Dry,Traffic Signal,Champaign,2012,0,2,-88.27639771,40.08369827,Windsor Rd
1684,2113,1514,A-Injury,Sideswipe same direction,Clear,Daylight,Dry,Traffic Signal,Unincorporated,2009,0,1,-88.27610016,40.08369827,Windsor Rd
1685,1504,905,A-Injury,Turning,Clear,Daylight,Dry,No Controls,Urbana,2006,0,1,-88.21900177,40.0945015,St Marys Rd
1686,1848,1249,A-Injury,Angle,Clear,Daylight,Dry,Stop Sign/Flasher,Champaign,2008,0,2,-88.28330231,40.09579849,Crescent Dr
1687,135,2136,A-Injury,Fixed object,Clear,Daylight,Dry,No Controls,Champaign,2012,0,1,-88.26390076,40.08969879,Devonshire Dr
1688,811,212,A-Injury,Rear end,Clear,Daylight,Dry,No Controls,Champaign,2001,0,1,-88.2460022,40.08969879,Devonshire Dr
1689,821,222,A-Injury,Turning,Clear,Daylight,Dry,Traffic Signal,Champaign,2001,0,3,-88.2460022,40.08969879,Devonshire Dr
1690,1796,1197,A-Injury,Parked motor vehicle,Snow,Daylight,Snow or slush,No Controls,Champaign,2008,0,1,-88.32230377,40.09700012,Mullikin Dr
1691,941,342,A-Injury,Rear end,Clear,Daylight,Dry,No Controls,Champaign,2000,0,1,-88.24520111,40.0945015,Fox Dr
1692,371,2372,A-Injury,Turning,Clear,"Darkness, lighted road",Dry,Traffic Signal,Champaign,2014,0,2,-88.26889801,40.09820175,Mayfair Rd
1693,2006,1407,A-Injury,Fixed object,Clear,Darkness,Ice,No Controls,Champaign,2009,0,1,-88.26989746,40.09659958,Mayfair Rd
1694,558,2559,A-Injury,Fixed object,Clear,Daylight,Dry,No Controls,Champaign,2015,0,1,-88.27449799,40.09389877,Broadmoor Dr
1695,515,2516,A-Injury,Rear end,Clear,Daylight,Dry,Traffic Signal,Champaign,2015,0,3,-88.25460052,40.13069916,Hagan St
1696,1732,1133,A-Injury,Angle,Clear,Daylight,Dry,Stop Sign/Flasher,Champaign,2007,0,5,-88.25460052,40.13150024,Hagan St
1697,1294,695,A-Injury,Turning,Clear,Daylight,Dry,No Controls,Champaign,2005,0,1,-88.25319672,40.12799835,Louisiana Ave
